#NAME	GSM553736	GSM553737	GSM553738	GSM553739	GSM553740	GSM553741	GSM553742	GSM553743	GSM553744	GSM553745	GSM553746	GSM553747
#CLASS:Treatment	control	LPS	LPS_LPS	control	LPS	LPS_LPS	control	LPS	LPS_LPS	control	LPS	LPS_LPS
#CLASS:Donor	21	21	21	46	46	46	86	86	86	92	92	92
NM_198552.1	7.124337	7.425832	7.022501	7.051787	7.605464	7.088523	7.239179	7.417676	7.380653	7.141678	7.402419	7.129759
NM_000193.2	6.676738	6.841068	6.667624	6.760266	6.836086	6.707272	6.61357	6.528775	6.462555	6.852381	6.786001	6.619781
NM_001031690.1	7.038447	7.040481	7.000764	6.973734	7.070915	6.92306	6.879311	7.067445	7.086023	7.090575	6.947896	6.813289
NM_153244.1	6.525423	6.633195	6.544175	6.507179	6.502429	6.604678	6.606868	6.458971	6.623714	6.583278	6.551762	6.752713
NM_153332.2	6.607436	6.799531	6.652376	6.849338	6.689704	6.732317	6.720314	6.792937	6.837257	6.757503	6.683269	6.708023
NM_152453.2	6.771133	6.700141	6.542493	6.641565	6.623153	6.663389	6.74524	6.679444	6.649972	6.849295	6.598996	6.446869
NM_004894.1	8.86235	8.559219	8.707433	8.394623	8.811271	8.95581	8.683646	8.527793	8.482919	8.410987	8.398464	8.688628
NM_152932.1	6.620148	6.709834	6.558965	6.562473	6.536306	6.65348	6.684029	6.54662	6.627071	6.568472	6.570723	6.593765
NM_001148.3	6.593309	6.603748	6.652376	6.542969	6.562876	6.546437	6.583516	6.502125	6.708198	6.739409	6.660452	6.651041
NM_019859.2	6.93764	6.964966	6.830089	6.930329	6.957045	6.907071	6.869902	6.822696	6.864217	6.950022	6.819641	6.999238
NM_004586.2	7.273731	7.376105	7.493387	7.414156	7.53743	6.941983	7.19351	7.19954	7.131619	7.205405	7.191056	7.209483
NM_006494.1	7.952278	7.768925	8.138482	7.203533	7.592293	7.822682	7.749007	7.657702	7.694978	7.788529	7.778026	7.59922
NM_025155.1	8.513366	8.275472	8.381806	8.678772	8.431782	8.488748	8.370595	8.229023	8.207148	8.387149	8.115943	8.387353
NM_182498.2	11.0409	10.61908	11.04386	10.74006	10.85093	10.92692	10.85439	10.57167	10.62383	10.90461	10.49458	10.83145
NM_015094.1	8.173457	8.254232	8.228556	8.072145	8.120733	8.291478	8.140337	8.247086	8.337497	8.078184	8.173457	8.290673
NM_006779.2	7.023316	7.354664	7.144869	6.971729	7.499649	7.25498	7.033566	7.299171	7.005093	6.960399	7.713129	7.412692
NM_014548.2	6.422117	6.501921	6.529226	6.521416	6.580992	6.548073	6.443553	6.530342	6.529895	6.596552	6.492778	6.502721
NM_152309.2	9.982644	11.105205	10.54815	9.837056	10.404473	10.050014	10.511814	11.061263	9.991139	10.780613	11.222969	9.857391
NM_004071.2	8.398009	8.229172	8.183249	8.498542	7.980283	8.480669	8.519523	8.561939	8.212525	8.204019	8.103827	7.977348
NM_207446.1	6.969764	6.808061	6.826787	6.969729	6.866875	6.818054	7.122032	6.96731	6.977811	6.659494	6.641016	6.822241
NM_001003703.1	8.736622	8.740509	8.640477	7.97458	8.830374	8.428302	8.409674	8.406804	8.336316	8.432188	8.499228	8.524714
NM_030661.3	6.684499	6.668488	6.846529	6.594357	6.593765	6.575648	6.559837	6.616967	6.677974	6.588271	6.722852	6.640263
NM_001558.2	9.374382	9.22652	9.461134	9.003045	9.156628	9.238501	9.345813	9.35619	9.560772	9.460436	9.708653	9.716491
NM_001031692.1	6.582433	6.628589	6.552097	6.624251	6.486134	6.595809	6.573012	6.611378	6.718942	6.470108	6.541917	6.502721
NM_177553.1	6.588271	6.587436	6.649622	6.489784	6.641016	6.389683	6.509483	6.611378	6.547886	6.677974	6.610906	6.695831
NM_005073.1	6.6812	6.773813	6.696364	6.541434	6.718007	6.737231	6.630041	6.609821	6.52386	6.870973	6.709834	6.678233
NM_002316.1	6.677804	6.704345	6.772365	6.565049	6.714701	6.732317	6.593676	6.663465	6.584202	6.73631	6.618146	6.635942
NM_014948.2	7.138063	7.181534	7.1219	7.129374	7.128541	7.083217	7.081821	7.157099	7.079186	7.054258	7.087814	7.144617
NM_021996.3	8.110607	8.046107	7.997542	8.436393	8.327425	8.178694	8.495322	8.335999	8.748716	8.726102	8.361745	8.541976
NM_001253.2	8.507096	8.57138	8.502197	8.621428	8.341264	8.639947	8.627625	8.579193	8.395896	8.61146	8.545094	8.332186
NM_004456.3	6.722852	6.691772	6.586262	6.725921	6.819403	6.651607	6.587528	6.776918	6.723846	6.697994	6.831658	6.668313
NM_019034.2	7.011228	7.119214	6.859406	7.181899	7.165094	6.930329	7.175481	7.155806	7.196726	6.860883	7.118798	7.117672
NM_145796.2	7.255395	7.142994	7.117093	7.045211	7.120191	7.210043	7.214752	7.206078	7.379349	7.001682	7.164031	7.181592
NM_024082.2	6.64756	6.624526	6.533005	6.598111	6.62143	6.72505	6.528258	6.616967	6.531554	6.628735	6.423372	6.615494
NM_004841.2	6.397145	6.41816	6.435067	6.420376	6.559546	6.446972	6.526884	6.483164	6.44908	6.612012	6.647005	6.435167
NM_003836.4	6.465994	6.55066	6.545678	6.688065	6.413268	6.59923	6.536306	6.614127	6.610171	6.566756	6.583231	6.502721
NM_015231.1	8.668998	8.81509	8.419301	8.780767	8.919838	8.52507	8.518669	8.595166	8.481756	8.36399	8.60774	8.381132
NM_012231.3	6.745498	6.680249	6.690579	6.699452	6.666741	6.665064	6.685264	6.676915	6.765769	6.548073	6.625794	6.585561
NM_003519.3	6.535237	6.496742	6.520362	6.517414	6.559546	6.53079	6.565137	6.45272	6.644523	6.65598	6.638316	6.666131
NM_138375.1	6.984681	6.910064	7.066435	7.070684	7.000764	6.789919	7.03058	7.074192	6.961218	7.282355	7.181534	6.96731
NM_001025104.1	6.56049	6.514425	6.491283	6.507179	6.486134	6.577594	6.618146	6.714866	6.594781	6.503919	6.668782	6.666131
NM_001845.3	6.678749	6.683151	6.793053	6.816203	6.866875	6.748891	6.734333	6.725129	6.784906	6.83734	6.839302	6.777257
NM_032094.1	6.531554	6.520453	6.492889	6.553534	6.467009	6.544617	6.540669	6.554292	6.627071	6.628735	6.460614	6.512796
NM_025193.2	7.042221	6.705801	7.139386	6.80758	6.573846	6.732317	6.87213	6.654857	7.000764	7.294583	6.693494	6.910802
NM_005634.2	6.626703	6.540669	6.560973	6.670524	6.579307	6.583231	6.666206	6.580992	6.590224	6.588271	6.541917	6.729814
NM_001004471.1	6.434168	6.588643	6.395043	6.640301	6.599042	6.593765	6.473518	6.558397	6.54452	6.718695	6.488993	6.570827
NM_207311.1	6.633153	6.525423	6.767125	6.688065	6.642996	6.551622	6.681377	6.718695	6.567326	6.676132	6.624526	6.740925
NM_080834.1	6.442424	6.620148	6.455399	6.508666	6.479522	6.709063	6.628872	6.645133	6.529895	6.45402	6.430571	6.608565
NM_001398.2	10.52317	10.08906	10.71503	10.40494	10.54911	10.56582	10.55632	10.2037	10.48704	10.42433	10.16536	10.57983
NM_003032.2	6.613385	6.633195	6.737808	6.742889	6.571968	6.859819	6.57948	6.726135	6.742672	6.601548	6.693494	6.755143
NM_002616.1	6.575648	6.534843	6.667624	6.643884	6.542588	6.543067	6.670158	6.635774	6.662191	6.53448	6.748808	6.56874
NM_001325.2	8.328421	8.522877	8.179244	8.845472	8.446344	8.225176	8.532278	8.588284	8.209378	8.379062	8.387149	8.367584
NM_001009555.2	6.465994	6.453557	6.489496	6.462451	6.626802	6.454974	6.479757	6.523181	6.69264	6.661436	6.448829	6.529276
NM_002440.2	6.732271	6.625794	6.687142	6.499628	6.750969	6.801597	6.636072	6.684763	6.731818	6.648107	6.641016	6.606596
NM_001012728.1	6.556862	6.432917	6.544175	6.476033	6.542588	6.628963	6.455399	6.40628	6.482782	6.475829	6.545032	6.621702
NM_003087.1	6.386152	6.293871	6.54923	6.524063	6.518686	6.688481	6.496268	6.496061	6.423681	6.409202	6.575259	6.740925
NM_001007072.1	6.725129	6.838415	6.836243	6.707272	6.783094	6.999314	6.73661	6.684763	6.772773	6.700994	6.811941	6.612938
NM_001087.2	7.86765	8.082054	8.024124	7.933485	8.053816	8.014223	7.949522	7.763791	7.994097	7.849243	7.877766	7.991612
NM_006344.2	7.047098	6.552193	6.576302	7.149722	6.746546	6.663389	7.794797	6.707272	7.214941	7.561636	6.639667	6.587528
NM_145655.2	6.400238	6.61605	6.627071	6.492778	6.571968	6.551622	6.543364	6.457234	6.482782	6.590044	6.541917	6.504809
NM_016609.3	7.475042	7.401025	7.556526	7.392008	7.270767	7.59797	7.222096	7.288925	7.158469	7.387421	7.38703	7.385634
NM_016938.1	7.2953	7.409991	7.16986	7.399625	7.128541	7.324763	7.31462	7.467608	7.539134	7.191117	7.304455	7.267556
NM_032997.2	6.543067	6.507566	6.388608	6.599282	6.716229	6.709063	6.384112	6.521868	6.60043	6.587066	6.505445	6.59599
NM_012069.2	6.404374	6.566384	6.52192	6.517414	6.604073	6.518102	6.57948	6.430834	6.400988	6.52417	6.488993	6.519082
NM_004910.1	9.221083	8.613339	9.321681	9.030326	8.725701	9.149826	9.093535	8.941961	9.211109	9.262681	8.684003	9.39999
NM_152533.1	6.801758	6.755027	6.836243	6.788988	6.878979	6.773813	6.823875	6.672809	6.870793	6.720314	6.813492	6.755143
NM_005322.2	6.569303	6.630232	6.589816	6.589397	6.65174	6.602912	6.465177	6.497451	6.560108	6.626933	6.490901	6.533005
NM_052899.1	6.598304	6.631577	6.508352	6.677185	6.430571	6.600886	6.598204	6.446195	6.337448	6.555434	6.522599	6.604309
NM_153442.1	6.671391	6.588643	6.701514	6.731442	6.676058	6.618146	6.55066	6.625982	6.677974	6.696182	6.642723	6.698081
NM_152673.1	6.903738	6.834297	6.804082	7.077904	7.156855	7.00581	7.090915	6.959149	7.113658	6.89322	6.825133	6.663803
NM_178428.3	6.505992	6.455289	6.595069	6.45191	6.725558	6.428895	6.426822	6.447373	6.623714	6.646395	6.675829	6.540172
NM_000484.2	6.625247	6.765483	6.663638	6.672965	6.645042	6.729017	6.574235	6.876883	6.770111	6.847479	6.635735	6.933147
NM_004567.2	8.360507	7.239179	8.351865	8.253866	7.082119	8.450512	8.726579	7.38703	9.170678	8.848715	7.383777	9.326067
NM_207115.1	6.641737	6.57242	6.802868	6.793972	6.788033	6.505256	6.601455	6.698461	6.585937	6.52417	6.61357	6.680672
NM_002386.2	7.692593	7.794962	7.504711	7.656475	7.44999	7.479986	7.627608	7.75962	7.66965	7.625199	7.74314	7.478616
XM_935767.1	6.483734	6.512595	6.574753	6.566384	6.542588	6.541524	6.569303	6.449028	6.494666	6.449028	6.573846	6.512796
XM_939750.1	6.769011	6.634722	6.732622	6.790856	6.897345	6.856033	6.772016	6.771936	6.723846	6.663167	6.907071	6.587528
NM_001003715.1	6.59711	6.434543	6.553814	6.620422	6.558018	6.580992	6.566663	6.561346	6.920425	6.672965	6.725213	6.464783
NM_022156.3	7.754478	7.781713	7.50352	7.735673	7.864643	7.689557	7.566324	7.791635	7.612428	7.680354	7.651664	7.549932
NM_000149.1	6.521416	6.694891	6.716229	6.572243	6.661872	6.554968	6.640656	6.619703	6.574708	6.666049	6.605132	6.519082
NM_138813.2	6.585937	6.617338	6.589816	6.558595	6.573846	6.53079	6.756167	6.804701	6.635896	6.63239	6.522599	6.606596
NM_177454.2	6.605499	6.645821	6.722681	6.825061	6.741412	6.543067	6.61357	6.674295	6.558499	6.6812	6.651306	6.556681
NM_007054.4	6.646395	6.633195	6.525528	6.80758	6.562876	6.656598	6.64596	6.702407	6.683626	6.538148	6.677185	6.437709
NM_001032377.1	6.76667	6.641016	6.844473	6.7016	6.836086	6.68485	6.662322	6.762855	6.826249	6.847479	6.860383	6.804082
NM_017595.4	7.632238	7.746073	7.86892	7.738963	7.898186	7.685359	7.856862	7.785519	7.726644	7.73747	7.888442	8.002819
NM_032753.2	9.471335	9.801108	9.674722	9.050247	8.790261	9.789688	9.664649	9.928696	9.837623	9.865642	9.657813	9.329537
XM_926728.1	6.556862	6.528972	6.562719	6.439059	6.62143	6.448918	6.410838	6.330816	6.531554	6.579802	6.426822	6.554389
NM_012243.1	8.304068	8.245726	8.036396	8.592019	8.119813	8.131814	8.25268	8.30294	8.453647	8.264904	8.246077	8.035636
NM_005463.2	9.957223	10.313657	10.024284	10.159072	9.95492	10.408552	9.52038	10.148917	9.74557	9.465278	9.970132	9.769389
NM_004006.1	6.867822	6.888032	6.621793	6.660632	6.796635	6.83693	6.920498	7.051595	7.012456	6.833678	6.805679	6.796951
NM_001007157.1	8.375282	8.520151	8.364872	8.570263	8.322622	8.259068	8.158288	8.207511	8.449963	8.292563	8.359985	8.131083
NM_001798.2	7.683086	7.758782	7.495001	7.796393	7.713667	7.838286	7.479704	7.719526	7.72346	7.657825	7.806626	7.936625
NM_014069.1	6.711542	6.704345	6.602036	6.566384	6.739667	6.53079	6.715111	6.662232	6.546257	6.529619	6.731279	6.56874
NM_033290.1	6.412215	6.469859	6.555631	6.489784	6.496268	6.483328	6.543364	6.334573	6.466092	6.702623	6.448829	6.499152
NM_147162.1	6.640754	6.787308	6.598779	6.686843	6.718007	6.58986	6.820657	6.593986	6.585937	6.807703	6.670158	6.865736
NM_207491.1	6.603474	6.558123	6.482978	6.563701	6.617687	6.503299	6.580992	6.552762	6.572151	6.63239	6.549856	6.492676
NM_001008743.1	6.581181	6.631577	6.658865	6.552097	6.464783	6.528353	6.573012	6.576723	6.467783	6.699539	6.645514	6.554389
NM_021170.2	6.635243	7.143872	7.002392	6.615494	7.225422	7.151853	6.565137	7.00212	6.932748	6.585292	7.553279	7.23921
NM_176816.2	6.82313	6.794546	6.754443	6.864217	6.704225	6.710685	6.83329	6.705887	6.64862	6.815277	6.738242	6.65967
NM_006271.1	6.450733	6.637792	6.804082	6.842618	6.767606	6.649888	6.758418	6.726135	6.698081	6.786252	6.697562	6.632037
NM_001033044.1	7.144054	6.596826	6.943537	7.223018	6.853104	7.379469	7.129659	6.780091	7.582058	7.276801	6.743497	7.804308
NM_005849.1	8.797117	9.575467	9.490272	8.892389	9.49486	9.179677	9.295423	9.640876	9.806708	9.10813	9.739557	9.074686
NM_001005914.1	6.936913	6.850386	7.100462	7.015575	7.034709	6.958327	6.796675	7.055485	6.846335	6.754241	6.86291	6.940266
NM_001400.2	9.767772	9.429808	9.779101	10.110341	9.574698	9.830238	9.646678	9.548249	9.10168	9.708653	9.406405	9.559833
NM_025073.1	6.626703	6.667166	6.595069	6.786252	6.554487	6.67827	6.671391	6.552762	6.642996	6.763016	6.664264	6.698081
NM_017746.1	8.143647	8.52507	7.977348	8.286097	8.629674	8.180718	8.103675	8.324144	8.143973	8.33278	8.394469	8.165669
NM_173608.1	7.811648	7.916166	8.004196	7.850053	7.774969	7.947015	7.758384	7.859181	7.834744	7.714743	7.645695	8.30191
NM_022166.2	6.683538	6.684499	6.669199	6.635735	6.69837	6.707272	6.668925	6.616967	6.570723	6.669809	6.58589	6.581181
NM_138700.2	6.621702	6.534843	6.517414	6.582013	6.585652	6.420748	6.54923	6.643536	6.627071	6.576723	6.627326	6.54952
NM_001001975.1	10.352919	10.087707	10.449282	9.681429	10.491171	10.177508	10.295389	10.356665	10.449282	10.439407	10.000939	10.131877
NM_017634.2	7.363096	7.505861	7.331855	7.537697	7.152721	7.469935	7.445537	7.545546	7.345122	7.356214	7.15342	7.396434
NM_032634.2	7.103639	7.104605	7.140722	7.194608	7.128541	7.157979	6.989897	7.215445	7.251583	6.908029	7.055516	7.060345
NM_032907.3	7.273731	7.257754	7.298578	7.245457	7.337238	7.25152	7.196243	7.150827	7.047902	7.091766	7.143992	7.333296
NM_030784.1	6.508767	6.540669	6.596826	6.679889	6.554487	6.68485	6.580992	6.614127	6.525423	6.475829	6.521219	6.572669
NM_080922.1	7.64561	7.845619	7.663459	7.94726	7.759857	7.835722	7.885948	7.835722	7.798898	7.678673	7.699967	7.556444
NM_018846.2	6.730257	6.691772	6.593355	6.659582	6.585652	6.580992	6.546437	6.669274	6.660632	6.634008	6.608157	6.527166
NM_003590.2	6.772848	6.683151	6.455399	6.769259	6.813458	6.666556	6.63932	6.804701	6.673584	6.760958	6.71734	6.644567
NM_021808.2	6.7677	6.818094	6.605313	6.786252	6.67158	6.777005	6.621793	6.591589	6.773813	6.72154	6.771223	6.626979
NM_020441.2	8.94529	7.704726	8.768767	8.564287	7.792977	8.659292	9.02604	8.162999	9.521575	9.198791	7.947137	9.112399
NM_012460.2	8.2153	8.523604	8.014902	8.268187	8.811271	8.026715	8.133011	8.284184	7.656108	7.906503	8.502373	7.839623
NM_001466.2	7.393536	6.742672	6.648107	7.669887	7.03808	6.516329	7.602947	6.815834	7.296381	7.677668	6.946027	6.838291
NM_207309.1	7.720464	6.966389	7.36029	7.575525	7.24555	7.265777	7.655201	6.950843	7.401159	8.065513	7.086779	7.796393
NM_138802.1	9.461134	9.118279	9.456339	9.095378	9.116091	9.340497	9.284962	9.008312	9.266768	9.374894	8.891304	9.312014
NM_004791.1	6.636206	6.671535	6.811312	6.749079	6.953145	6.679889	6.676738	6.705887	6.775205	6.872662	6.693494	6.732188
NM_005235.1	6.748891	6.702623	6.901714	6.756167	6.953145	6.757872	6.695735	6.688562	7.012456	6.737942	6.873871	6.783004
NM_022120.1	6.659044	6.57242	6.73631	6.667795	6.632209	6.712299	6.643302	6.700738	6.817098	6.80296	6.726729	6.734293
NM_130794.1	6.493832	6.392459	6.573106	6.703753	6.435641	6.56316	6.578085	6.518586	6.455494	6.561778	6.47189	6.529276
NM_006941.3	6.534284	6.379393	6.529226	6.587908	6.554487	6.485289	6.521023	6.552762	6.553681	6.552097	6.490901	6.361615
NM_080723.2	6.507272	6.547219	6.576302	6.485887	6.552664	6.481782	6.51466	6.446195	6.412109	6.598111	6.487079	6.494282
NM_002991.2	6.853021	7.236674	12.090784	6.780811	7.207585	10.856294	7.285478	7.562419	12.15078	6.78827	6.988613	9.828633
NM_145172.1	6.642996	6.69714	6.648107	6.657626	6.656553	6.637969	6.661436	6.587156	6.574708	6.689866	6.624526	6.646669
NM_139202.1	6.588271	6.590094	6.608802	6.548073	6.718007	6.480207	6.584832	6.606868	6.514467	6.519174	6.529518	6.610821
NM_031297.2	6.351205	6.414221	6.492889	6.491283	6.582333	6.498653	6.381441	6.575259	6.540172	6.464978	6.496061	6.635942
NM_002613.3	8.257438	7.966024	8.031754	8.266589	8.043422	8.201966	8.041043	8.072526	8.422268	8.190386	7.980091	8.403621
NM_033302.1	6.59069	6.652186	6.576302	6.535237	6.568285	6.572062	6.558262	6.543364	6.547886	6.587066	6.485603	6.515147
NM_018891.1	6.804701	6.630232	6.760305	6.600618	6.76138	6.67827	6.73661	6.45272	6.804323	6.773225	6.639667	6.938859
NM_033642.1	6.637657	6.512595	6.419646	6.428065	6.928204	6.720393	6.706227	6.768933	6.64862	6.872662	6.609401	6.560876
NM_018223.1	9.780982	9.527638	9.553146	9.793201	9.44515	9.595176	9.719591	9.666742	9.912423	9.798452	9.62892	9.603336
NM_001031707.1	6.686661	6.665811	6.547886	6.660632	6.781663	6.604678	6.653699	6.733873	6.576397	6.713246	6.762291	6.65326
NM_152314.1	6.594495	6.486686	6.510539	6.556106	6.746546	6.58986	6.505054	6.449028	6.596363	6.55008	6.647005	6.521023
NM_032873.3	9.287406	9.375222	9.185763	9.245847	9.735619	9.484767	9.084347	8.192302	9.390855	9.62892	8.926393	10.054048
NM_001031694.1	8.001644	7.960408	7.767704	8.300947	8.165075	7.75726	8.028423	8.08323	7.842274	8.29022	8.065813	8.172116
NM_001007169.1	6.630941	6.652186	6.610262	6.732622	6.591949	6.651607	6.670158	6.643536	6.69118	6.574994	6.68485	6.764259
NM_005746.1	8.947434	10.77471	10.792065	8.906064	10.778892	11.247829	9.141464	10.253091	10.524887	9.123433	11.04386	11.080399
NM_201572.1	6.497451	6.634722	6.606968	6.459185	6.486134	6.577594	6.547976	6.489691	6.479168	6.394787	6.532527	6.626979
NM_032166.2	7.792977	7.75732	7.704943	7.671363	7.782566	7.789244	7.769395	7.739866	7.785673	7.707365	7.778026	7.728075
NM_004205.3	6.694891	6.6633	6.602036	6.605211	6.851182	6.688481	6.763016	6.674295	6.599136	6.717424	6.653177	6.554389
NM_000213.3	6.665593	6.743927	6.682066	6.527865	6.515147	6.591724	6.667706	6.709486	6.610171	6.496168	6.723939	6.790726
NM_024770.1	6.83734	7.026712	6.921814	6.747986	6.995698	6.732317	6.812171	6.782626	6.662191	6.917257	6.950704	6.869236
NM_024624.3	7.29008	7.495548	7.32921	7.912881	7.446812	7.547664	7.383619	7.315759	7.245748	7.346972	7.296869	7.23234
NM_020132.3	7.292785	7.093685	7.168366	7.108353	7.412497	7.429364	7.16812	7.276944	7.320637	7.180348	7.352235	7.47674
NM_030630.1	6.666515	6.770503	6.694978	6.63428	6.599042	6.651607	6.578085	6.531745	6.63428	6.539702	6.663122	6.511015
NM_033546.2	13.05318	12.91639	12.99033	12.75482	12.99938	12.7372	12.90981	12.86814	12.7372	12.6552	12.63253	12.64183
NM_199254.1	6.416745	6.443553	6.432872	6.517414	6.597336	6.448918	6.444902	6.39256	6.44124	6.578216	6.40125	6.511015
NM_006336.2	7.672574	7.734322	7.890952	7.64779	7.60957	7.741927	7.5778	7.673209	7.867933	7.657825	7.645695	8.08665
NM_199054.1	7.454874	7.47516	7.736611	7.5613	7.733398	7.584866	7.369223	7.516264	7.453522	8.104743	7.749132	8.242605
NM_032827.3	6.546822	6.40395	6.630322	6.820617	6.617687	6.543067	6.583516	6.573846	6.546257	6.563436	6.779873	6.604309
NM_198954.1	7.134124	7.131561	7.064714	6.880219	7.152721	7.090915	7.178257	7.098319	6.984047	7.073839	7.145754	7.039502
NM_002996.3	6.626703	6.579574	6.520362	6.529619	6.585652	6.559837	6.601455	6.534664	6.604586	6.654249	6.687979	6.492676
NM_002204.1	6.577897	6.809321	6.763428	6.736885	6.723846	6.632647	6.664715	6.649449	6.669809	6.739409	6.872361	6.815039
NM_014813.1	7.51619	7.517372	7.43217	7.440088	7.499649	7.363043	7.435488	7.411751	7.320637	7.294583	7.443558	7.181592
NM_152403.2	6.639581	6.633195	6.646395	6.476033	6.559546	6.514611	6.615401	6.602742	6.63257	6.601548	6.534382	6.612938
NM_016948.1	7.289258	7.108317	7.479704	7.279143	7.364909	7.231936	7.335028	7.258614	7.245748	7.051561	7.136887	7.44637
NM_138578.1	8.205781	8.402565	8.437168	7.918536	8.072357	8.016506	8.288632	8.133424	8.537356	8.457541	8.297353	8.765782
NM_153251.2	6.819641	6.95074	6.844473	6.901299	6.935892	6.956004	6.851954	6.808801	6.819714	6.89322	6.764972	6.852033
NM_004374.2	12.59098	12.52872	12.57787	11.98691	12.61882	12.50616	12.34775	12.40116	12.33928	12.34265	12.28544	12.39355
NM_152322.2	6.688915	6.781224	6.816071	6.61796	6.704225	6.887556	6.710513	6.63428	6.736885	6.850929	6.539115	6.768746
NM_181453.2	6.490392	6.613476	6.54923	6.443868	6.544617	6.637969	6.533889	6.506085	6.416745	6.613986	6.492778	6.430993
NM_033105.3	6.554389	6.591724	6.699975	6.445537	6.556106	6.854367	6.593676	6.599419	6.717769	6.684499	6.627326	7.196547
NM_001765.1	6.872244	6.696094	7.069948	6.865853	6.915966	6.952151	6.945106	6.767125	7.320637	7.051561	6.844768	6.917764
NM_173660.2	7.521912	7.091618	7.395595	7.317499	7.173411	7.288681	7.243314	7.255653	7.49035	7.490884	7.152276	7.608462
NM_005374.3	6.521416	6.614759	6.623436	6.590403	6.430571	6.755271	6.513375	6.571025	6.726135	6.509158	6.583231	6.648719
NM_032011.1	6.54452	6.587436	6.640754	6.690653	6.542588	6.46081	6.593676	6.531745	6.500834	6.536306	6.581542	6.506779
NM_016539.1	6.692728	6.702623	6.644612	6.517414	6.725558	6.548073	6.637747	6.650953	6.543067	6.486544	6.830089	6.527166
NM_018727.4	6.512494	6.636072	6.494282	6.608972	6.457327	6.498653	6.432344	6.576723	6.579574	6.409202	6.428492	6.525217
NM_001116.2	6.956683	6.819641	6.809962	6.840128	6.853104	6.861073	6.939816	7.088523	7.111622	6.89322	7.084623	7.124568
NM_005229.2	8.573866	9.139653	8.796837	8.616465	9.151306	8.716083	8.817928	9.190904	8.901217	8.723815	9.44479	8.964753
NM_015466.1	6.950022	6.974462	6.957045	6.859244	6.791413	6.926623	6.88469	7.029597	6.771305	6.904086	7.02989	7.079861
NM_178232.2	7.661008	8.784003	8.722787	7.539975	9.018765	8.937914	7.405306	7.796022	7.80976	7.44637	8.273721	8.137106
NM_001679.2	8.310268	8.659778	8.52046	8.414273	8.608469	8.334303	8.318146	8.821295	8.638309	8.7035	8.98546	8.768767
NM_130839.1	6.72208	6.623254	6.651041	6.636886	6.564858	6.676915	6.663389	6.679444	6.623714	6.642177	6.587156	6.640263
NM_014571.2	6.690051	6.568091	6.562719	6.632828	6.580992	6.503299	6.659746	6.593986	6.593309	6.544854	6.653177	6.587528
NM_024015.3	6.723846	6.625794	6.539702	6.558595	6.656553	6.572062	6.790118	6.829222	6.917188	6.642177	6.638316	6.640263
